#Word,polarity
inflammable,-0.5
incompetent_person,-0.625
feodor_dostoyevsky,-0.625
curableness,0.25
tin_whistle,-0.125
harvest_moon,-0.125
sang-froid,-0.25
self-abuse,0.125
overexert,-0.25
furuncle,-0.75
posthitis,-0.625
fabian,0.08333333333333333
commiseration,-0.3125
equetus_pulcher,0.375
encroachment,-0.125
wiliness,0.625
cupper,0.375
dazedly,0.25
chandler,-0.08333333333333333
acknowledge,0.08333333333333333
by_fits_and_starts,-0.125
cheaply,0.16666666666666666
sharpshoot,0.125
justifiable,0.625
necromancer,0.125
flying_boat,-0.125
rhabdomyosarcoma,0.125
limpidity,0.0625
hate,-0.5
tally,0.05357142857142857
funk,-0.09375
responsible,0.25
arctiid,0.25
maven,0.125
sexual_love,0.125
fillagree,-0.25
gold_fever,-0.125
high-ranking,0.625
lightlessness,-0.125
urethane,-0.375
nitrogenase,0.25
rhymester,-0.5
east-west_direction,-0.5
meclofenamate,-0.375
erethism,0.25
stalwart,0.28125
underemployed,-0.25
calf_love,0.375
functionality,0.625
full-blooded,0.1875
downiness,-0.125
steel,-0.15
genus_haemodorum,-0.125
unilaterally,0.25
retrain,0.25
shnook,-0.25
gradable,0.375
anecdotal,0.0625
clothed,-0.1875
chiding,-0.125
motional,-0.125
perjury,-0.25
order_equisetales,-0.125
have_the_best,-0.625
icbm,0.5
chrysophyceae,-0.125
sensualness,0.375
bombie,0.125
smoothbore,-0.25
uncorrectable,-0.75
weil's_disease,-0.125
pamperer,0.25
gulping,-0.0625
sloppily,0.25
pilose,-0.25
slim_chance,-0.625
ideographically,0.25
cosmographist,0.375
fucked-up,0.25
penally,0.125
realist,-0.20833333333333334
up_to_his_neck,0.125
blossom_out,0.125
arrest,-0.020833333333333332
brazenness,-0.25
stress_fracture,-0.25
sensibilize,0.125
dreaming,0.125
freewheeling,0.5
family_ceratopogonidae,-0.125
pachycheilia,-0.125
tacit,0.5
suspension,0.03571428571428571
rehabilitation_program,0.625
evasion,-0.25
appealable,0.5
skimp,-0.125
geek,-0.125
gooseneck_loosestrife,-0.25
juiciness,-0.125
shodden,-0.5
replaceable,0.5
vitamin_e,0.375
unresolved,-0.3333333333333333
foul-spoken,-0.375
nauseant,-0.125
jumped-up,-0.25
coating,0.0625
have_it_away,0.25
throw_cold_water_on,-0.5
prudish,0.625
muggins,0.625
technicality,-0.125
accusation,-0.125
acid,-0.3
unbiassed,-0.1875
uneconomic,-0.375
economic_crisis,-0.25
politically_incorrect,0.25
happy,0.5625
somatesthesia,-0.125
laminitis,-0.125
salicylate_poisoning,-0.5
cuneiform_bone,-0.125
smile,0.041666666666666664
nonglutinous,-0.625
digest,-0.05
peritoneal_inflammation,-0.625
genus_trogon,-0.125
god,0.03125
concupiscent,0.5
biteplate,0.125
full-length,0.375
cravenness,0.375
plethoric,-0.375
tinea_unguium,-0.125
cirrus,0.041666666666666664
unvaried,-0.125
repute,0.25
unconfessed,-0.25
black_comedy,0.125
engaging,0.875
projection,0.0625
clapped_out,-0.25
sinning,0.25
misinformation,-0.25
leprosy_bacillus,-0.125
antinomianism,0.5
untangle,-0.125
luxe,0.625
hungrily,0.25
pimiento,0.0625
bile_acid,-0.125
togged_up,-0.25
roominess,-0.125
inculcation,0.125
seal,0.041666666666666664
oiled,-0.25
mutual_understanding,-0.125
danaid_butterfly,-0.375
oral_contract,-0.625
severe_acute_respiratory_syndrome,-0.125
heartsease,-0.09375
storm_cone,0.25
unboundedness,-0.75
slashing,0.25
time_being,-0.125
quirky,-0.5
businesslike,-0.125
coherent,0.375
day_off,-0.5
subjectivism,0.125
felicitousness,0.5
tediousness,-0.125
screw_up,-0.1875
labeled,0.125
crux_of_the_matter,0.375
identity,0.125
unenforceable,-0.5
unwebbed,-0.125
epidemic_pleurodynia,0.25
nonreflecting,-0.625
vitiligo,-0.375
ego,0.16666666666666666
cy_pres_doctrine,-0.5
parve,-0.5
peachy,0.5
misreckoning,-0.125
burthen,-0.0625
gentle,0.1625
leaky,-0.16666666666666666
suitableness,0.625
scandalous,-0.5
creep,-0.046875
fat_cat,0.125
engage,0.025
king_ferdinand,0.125
anacin_iii,-0.5
steamed,-0.3125
versifier,-0.5
flickering,0.25
self-control,0.1875
monolatry,0.125
idea,-0.025
computationally,0.125
gilt-edged,0.4375
delicate,-0.001857142857142843
shy_away_from,-0.5
unawares,-0.25
flabbergast,-0.375
blade,0.041666666666666664
run-of-the-mill,-0.25
black-and-white,-0.20833333333333334
cefoperazone,-0.25
systematic_desensitization,0.125
counter,-0.04807692307692308
controversialist,0.5
blind_flying,-0.5
hornwort,0.0625
genus_hexamita,0.375
aerobic,0.25
aged,0.22916666666666666
gruffness,-0.0625
secularisation,-0.1875
petallike,-0.25
japery,0.25
meclomen,-0.375
coterminously,0.375
day-old,-0.875
disarranged,-0.625
hindsight,0.125
wolfishly,0.125
pauperization,-0.1875
neuroticism,-0.375
austereness,0.375
teetotaling,0.125
blunt,0.05555555555555555
unchartered,-0.125
bon_mot,0.375
fiat_money,0.125
adamant,-0.375
faggot,-0.025
versatility,0.375
pithecia,-0.625
atoxic,-0.625
faux,-0.75
combatively,0.125
arctostaphylos_andersonii,0.125
precatory,-0.5
overcome,-0.15625
unbaptized,-0.625
temperate,-0.4166666666666667
social,-0.017857142857142856
prostration,-0.08333333333333333
acerbity,-0.2916666666666667
tattered,-0.4375
eurocurrency,0.125
accidental,-0.125
decrescendo,-0.08333333333333333
sertraline,-0.125
transeunt,-0.375
lucrativeness,0.75
crap,-0.20833333333333334
queasiness,-0.3125
placoid,-0.375
dead_soul,-0.375
shabbiness,-0.3125
uninfluenced,-0.375
rough-dry,-0.5
animation,0.16666666666666666
guardian_angel,0.25
doxazosin,0.125
pemphigus,-0.5
unpalatable,-0.625
bronze_age,-0.1875
syrupy,0.041666666666666664
blackdamp,0.25
trustfulness,0.625
devoted,0.375
rose-lilac,-0.5
kaposi's_varicelliform_eruption,0.625
mustagh_range,0.125
detrimentally,-0.25
knowable,0.625
protective_garment,-0.5
butcherly,-0.3125
imagination,-0.125
nervily,0.25
tremendously,-0.25
legibility,0.1875
pain_pill,-0.375
genus_sceliphron,-0.25
pick,-0.023809523809523808
shy,0.041666666666666664
peacock,0.1875
mineral_processing,0.25
lead-free,0.25
functionalism,0.0625
nonmechanistic,-0.375
detrition,-0.041666666666666664
interrelate,0.125
buffer_state,0.125
prudery,-0.5
gimpy,-0.5
freestanding,-0.5
perversity,0.1875
thomas_hodgkin,0.125
mass_murder,-0.25
swamp_pine,-0.125
industrial_arts,0.125
earthquake,-0.4375
verity,0.3125
allegretto,-0.125
naming,0.16666666666666666
snipe,0.025
aerated,-0.0625
riot_gun,-0.75
foolishness,0.041666666666666664
uncurled,-0.3125
septuagenarian,0.25
pond_scum,0.25
alalia,-0.625
innoxious,-0.375
rosewood,-0.1875
sierra_lodgepole_pine,0.125
latin_square,-0.375
apparency,0.125
decorously,0.25
iodinating,-0.5
paralogism,-0.125
most_valuable_player,0.125
knockout,0.08333333333333333
left_gastric_vein,-0.375
antipathetic,-0.25
std,0.0625
dependable,0.46875
coral_bush,0.125
darling,0.16666666666666666
pate_de_foie_gras,0.125
fibrillose,-0.375
kussmaul's_coma,-0.25
effleurage,-0.125
method_acting,0.625
battle_of_wagram,-0.25
ignore,-0.1
tricky,-0.08333333333333333
sly,0.5
misstep,-0.5
emotionality,0.625
necromania,0.125
never-never_land,0.125
lubricating_substance,0.5
bespoken,0.125
nonsyllabic,-0.25
nonoscillatory,-0.5
confirmation,0.1
chromatic_vision,0.125
hypertrophy,-0.0625
auspice,0.625
varuna,0.375
etymological_dictionary,0.125
primordial_dwarf,0.125
inimitably,0.25
demoralise,-0.375
conduce,0.5
unexplainable,-0.375
irenic,0.5
sponger,-0.1875
aculeated,0.25
unburdened,-0.75
politeness,0.4375
believable,0.625
freeloader,0.125
pappose,-0.25
francoise-athenais_de_rochechouart,0.25
genus_pristis,-0.125
mine_pig,0.125
unwashed,-0.375
meanness,-0.1875
person-to-person,0.0625
kogia,0.125
sunni_islam,0.125
ok,0.15625
cherubic,0.625
personate,-0.25
heterotaxy,-0.125
flection,-0.1875
consternate,-0.5
tracer,-0.09375
uncomplicated,-0.0625
phobic_neurosis,0.25
bear_up,-0.375
genus_catacala,-0.375
butterfly_orchid,-0.025
realness,0.125
angioplasty,-0.125
fraught,-0.625
unrealizable,-0.625
major_tranquillizer,0.25
mundane,-0.041666666666666664
whatnot,0.125
finer,0.75
repellent,-0.3125
library_catalogue,-0.125
business_editor,0.125
stock_breeder,-0.125
delusively,0.125
set,0.016666666666666666
hundred_and_one,-0.25
zoo_keeper,0.125
tuberculoid,-0.375
nile_crocodile,-0.125
cafe_noir,-0.25
filibuster,-0.08333333333333333
considerateness,0.625
adventitious,-0.125
highest_common_factor,-0.375
carbolated,-0.25
cheapjack,-0.6875
stab,-0.125
provoked,-0.5
go_for_broke,-0.5
pertussis,-0.375
erasable,0.625
dryness,-0.20833333333333334
undisguised,0.5
fatuousness,0.125
dictated,-0.125
genus_pieris,-0.0625
argonaut,0.041666666666666664
supernaturalism,-0.125
blare,-0.08333333333333333
unbrainwashed,-0.625
paronomasia,-0.25
compassionateness,-0.5
propagative,0.25
tiptop,0.16666666666666666
sensitizing,-0.25
limitless,-0.3333333333333333
class_lamellibranchia,0.125
knee_piece,-0.25
genus_zygophyllum,-0.75
complaisance,-0.25
ornamental,0.1875
scabby,-0.375
patrol,0.0625
hebetude,-0.125
blank,-0.140625
perfectible,0.625
wild-goose_chase,-0.375
cinnamon_toast,-0.25
belligerence,-0.0625
cloaked,-0.125
intrinsic,0.1875
chalk,-0.05
possibility,-0.21875
prattle,-0.1875
snaffle_bit,-0.25
vulgarize,0.041666666666666664
apgar_score,-0.25
footpath,-0.125
correspondence,0.025
estimate,0.07142857142857142
xerophthalmia,-0.125
qabala,0.125
down,-0.07211538461538461
ballot,0.041666666666666664
head_lice,-0.375
unthematic,-0.625
exorcist,-0.0625
normal,-0.025
possessiveness,0.125
macrocephalon_maleo,-0.25
nonmechanical,-0.25
dyke,-0.16666666666666666
black_catechu,-0.125
turn-on,0.125
superorder_acanthopterygii,0.125
insignificance,0.125
unbiased,-0.1875
parson's_nose,-0.125
wonted,0.375
open_marriage,-0.25
fulfilment,0.125
lubberly,-0.125
spiritlessness,-0.25
chebab,0.25
lobed,-0.125
impervious,-0.625
unworthily,0.125
approach,0.017857142857142856
tiring,-0.625
on_guard,0.375
abusive,-0.875
waterproof,-0.15625
pious_platitude,-0.125
order_octopoda,0.125
spiral_spring,-0.125
adobe,0.0625
helplessness,-0.375
environmental,-0.0625
proficiency,0.0625
heyday,0.375
unpersuasiveness,-0.375
buddy-buddy,0.375
indefensible,-0.5
allurement,0.20833333333333334
superfamily_tineoidea,0.125
rubicund,0.5
achy,-0.75
alliaceous,-0.1875
edge,0.0375
longingly,0.25
mitigatory,-0.625
favor,0.20833333333333334
apteral,-0.3125
reclamation,-0.041666666666666664
stand_guard,-0.125
fledgeless,-0.5
materialism,0.0625
centerpiece,0.1875
side_of_beef,-0.25
prosaically,0.125
kinglike,0.5
covalent,0.125
spiritous,0.375
genus_antheraea,0.375
pompousness,-0.25
good_will,0.18533333333333335
depreciation,0.041666666666666664
disk-shaped,0.25
two-sided,0.1875
touch_a_chord,0.25
smoky_quartz,-0.125
apomictic,-0.3125
dispassionate,0.375
epical,-0.25
minstrel_show,0.125
picture,-0.03125
ragged,-0.125
insulin_reaction,-0.5
nonrepresentative,-0.625
spatulate_leaf,0.375
put_on_airs,0.125
hypnagogic,-0.25
luster,0.125
default,-0.075
risk_of_exposure,0.25
family_arctiidae,-0.125
debility,0.25
total_darkness,-0.125
felon,-0.125
tell,0.027777777777777776
linguistics_department,0.125
sedative,-0.125
fabled,-0.625
amuck,-0.041666666666666664
well-advised,0.5
pilea,-0.5
blank_endorsement,-0.25
amateurishness,-0.125
carlo_goldoni,0.125
urbane,0.5
guinness,0.0625
candied_citrus_peel,-0.125
suspense,-0.041666666666666664
common_or_garden,-0.375
inalienable,-0.4375
unpowered,-0.625
sacking,0.125
lekvar,0.125
buck-and-wing,0.125
late-flowering,0.125
satisfiable,-0.125
patented,-0.125
forfeiture,0.041666666666666664
splenic,-0.25
dismissal,-0.0625
volvariella,0.125
paraesthesia,-0.625
signalisation,0.25
aetiologic,0.0625
unadventurous,-0.125
unmodernised,-0.625
myxine_glutinosa,-0.125
unadapted,-0.6875
favourite,0.15
surfeit,-0.175
surroundings,0.0625
eupnoea,-0.625
tippy,0.25
oleandra_neriiformis,0.125
signior,0.25
sense_of_humour,0.125
mellaril,-0.375
hideaway,0.0625
man-made,-0.5
flat_wash,0.125
chase_away,0.125
unitary,0.15625
leonardesque,0.375
teenaged,0.125
angelic,0.4166666666666667
coddle,-0.0625
vitalizer,0.125
effulgent,0.125
expressed,0.25
deception,-0.20833333333333334
hemimetabolous,-0.25
tightfitting,0.375
scalloped,0.25
extravagant,-0.1875
xeric,-0.5
frozen,-0.3392857142857143
framing,0.25
deific,0.625
traditionalist,0.0625
valid,0.3125
roseola_infantum,0.125
public,-0.03125
oracle,0.125
wobbly,0.25
heterogeneous,-0.3125
playful,0.25
medicaid,-0.125
crookback,-0.25
thawed,-0.4375
positive_fraud,-0.625
infernally,-0.25
insomniac,-0.25
marvell,0.125
woo,0.1875
decontamination,-0.125
hooey,-0.25
anhedonia,-0.625
garcinia_hanburyi,-0.25
musing,0.1875
pleuronectes,-0.125
acentric_chromosome,-0.25
weatherworn,-0.125
irreconcilable,-0.5
disaffected,-0.625
penury,-0.375
kabbalistic,0.25
off_the_record,-0.375
vacuousness,-0.25
customary,0.1875
disown,-0.0625
sense_of_purpose,0.75
dogwood_tree,0.125
grin,0.0625
didactical,-0.25
regrettably,-0.875
outspokenness,0.5
spiny,-0.0625
tapestry,0.125
utter,0.14583333333333334
conjuncture,-0.25
format,0.05
skunkweed,-0.375
high-ticket,0.25
parvenue,-0.0625
podalgia,-0.5
panting,-0.125
propagate,0.046875
sweetness,0.125
nimravus,-0.625
homogenized_milk,-0.25
copperhead,-0.0625
lopid,-0.125
hyperplasia,-0.125
hallel,0.5
middle_age,0.375
mated,0.125
ideal,0.3
brush,-0.041666666666666664
megachilidae,0.25
agnosticism,0.125
idyllically,0.25
unpitying,-0.75
nebula,-0.03125
spoiling,-0.0625
sanious,-0.25
rhinostenosis,-0.625
dog,-0.1875
wits,0.125
exaggerated,-0.1875
incurable,0.125
keep_note,0.125
profitableness,0.625
unquestioned,-0.375
unbowed,-0.25
workaholic,-0.125
inveigle,0.25
unswervingly,0.1875
declamation,-0.1875
phlebotomus,-0.125
anathema,-0.0625
pleasure_seeker,0.375
indefinity,0.25
disrupted,-0.125
insalubrity,0.25
white_burgundy,-0.125
rigorousness,-0.4375
beguiler,0.0625
unbaptised,-0.625
constipation,-0.375
stick_together,-0.25
powerful,0.22916666666666666
memorable,0.125
if_not,0.5
piping,-0.03125
notched,0.125
universalist,-0.375
old-hat,-0.1875
heron's_bill,-0.125
unerasable,-0.125
strong,0.075
astuteness,0.125
freedwoman,0.125
tarred-and-feathered,-0.5
fractious,-0.4583333333333333
california_nutmeg,0.125
traditionality,0.125
villainage,-0.25
ceftriaxone,-0.125
pacific_herring,0.125
rendering,0.08928571428571429
lax,-0.28125
fend,-0.3125
flunkey,-0.0625
untreated,-0.75
catechu,-0.0625
personal_effects,-0.125
titillating,0.5416666666666666
myotonic_muscular_dystrophy,-0.25
financial_aid,0.125
didder,-0.125
gladsome,0.75
enzymology,0.125
explosive_compound,-0.125
pyelonephritis,-0.625
dark-coated,-0.375
legalism,0.125
infectiously,0.125
stirringly,0.125
stare,0.08333333333333333
urbanity,0.875
orison,0.125
self-destruction,-0.0625
go_deep,0.375
support_level,0.125
triticum_aestivum,0.125
semisweet,-0.125
shunning,0.5
chemical_balance,0.375
hearsay_rule,-0.25
incommensurable,-0.4375
gender_role,-0.125
spanish_grunt,0.375
master_of_theology,-0.125
talismanic,0.125
primary_health_care,0.375
mule_fat,0.125
undermanned,-0.75
conserved,-0.625
stultify,0.2916666666666667
entertained,-0.125
care_delivery,0.5
acetin,-0.125
tight,-0.046875
combustion,-0.08333333333333333
backslap,-0.5
capably,0.375
parenthesis-free_notation,-0.125
spinnability,0.375
genuine,0.11766666666666666
treacherously,0.25
genoise,-0.25
cross-fertilization,0.3125
overreaction,-0.25
inlaid,-0.125
eavesdrop,-0.5
plumate,-0.125
pained,-0.25
hereditary_motor_and_sensory_neuropathy,-0.25
miscalculation,-0.125
inquisitor,-0.375
pearly_razorfish,0.5
teem_in,-0.125
disorderliness,-0.041666666666666664
gas-filled,-0.25
manduca_quinquemaculata,-0.0625
congress_gaiter,0.125
wizardry,0.25
mujahedeen_khalq,-0.375
jocund,0.625
light-handed,-0.125
imperfective_aspect,-0.5
eightpence,0.125
roller_coaster,0.0625
nosiness,-0.625
self-evidently,0.25
crinkleroot,-0.125
advent,0.125
arabian,0.03125
confuse,-0.3
rusticate,-0.05
phylliform,0.25
not_guilty,-0.125
unmerited,-0.25
tumultuously,0.125
anemia,0.08333333333333333
pancarditis,0.25
shape,0.06818181818181818
bully_pulpit,0.375
instrument_of_torture,-0.125
suet_pudding,0.125
burned,-0.4583333333333333
exhaust,0.017857142857142856
affixed,0.125
exclusion,0.03125
gangling,0.125
jolly_up,-0.25
figural_blindness,-0.375
ungentlemanly,-0.75
multilaterally,0.25
shanks'_pony,-0.125
super,0.075
coherence,0.375
extracapsular_surgery,-0.125
pessimism,-0.375
discharge,0.05625
geometrically,0.125
gonzo,-0.25
royal_house,0.125
seminoma,0.125
hide,-0.0625
dashing,0.375
antiemetic_drug,-0.125
health_care_delivery,0.5
formula,-0.03571428571428571
western_lowland_gorilla,0.375
unmethodical,-0.75
motive,-0.05
genus_cercospora,0.25
recognised,0.5
shortcoming,-0.25
radial_asymmetry,-0.5
dubious,-0.16666666666666666
subordinate_clause,-0.625
presbyterian_church,0.5
match_game,-0.125
homosexualism,0.375
out_of_the_blue,-0.1875
shaman,0.125
suppositional,0.125
persisting,-0.25
unreasonably,-0.125
face_to_face,0.125
glorify,0.25
table_tilting,-0.125
invitation,0.25
attention_deficit_disorder,0.5
solenopsis,-0.125
agitation,-0.15
whale_louse,0.5
agenesia,-0.125
tight_fitting,0.375
disposal,0.09375
interpretable,0.625
saintlike,0.625
outfight,0.25
leptomeningitis,-0.625
give_away,-0.0625
endocervicitis,-0.625
incorrupt,0.5
insulate,-0.0625
to_perfection,0.25
webby,0.125
superfluously,0.25
unblinkingly,0.25
transvestite,0.1875
loose-jointed,0.375
appreciator,0.125
lionize,0.375
prepossessing,0.5
erosive,0.0625
infanticide,-0.125
ethic,0.25
underslung,-0.041666666666666664
crack_of_doom,0.5
tractable,0.1875
drag_up,-0.5
antitoxic,-0.125
buffing_wheel,-0.125
noli-me-tangere,-0.25
all,0.2916666666666667
unmeritorious,0.5
implicit,0.1875
bitartrate,-0.125
constant_quantity,-0.25
anaphrodisia,-0.125
rooter,0.125
leastwise,-0.375
tubular_cavity,0.125
tussle,-0.2916666666666667
malcontent,-0.3125
discomfort,-0.1875
concern,0.05357142857142857
harvest_mite,-0.5
unforfeitable,-0.625
unprepossessing,-0.125
nonresiny,-0.5
firewater,0.25
poignance,-0.625
ophthalmoplegia,-0.25
noncontentious,-0.75
outstay,0.0625
appendicularia,0.375
tuberculoid_leprosy,-0.625
medical_prognosis,0.125
huffishness,-0.625
mince,-0.125
disadvantage,-0.625
snow-clad,-0.25
lachrymose,-0.375
chromatic,0.08333333333333333
belt_down,0.375
keratoscleritis,-0.5
urban_renewal,0.125
setterwort,-0.625
autosomal_dominant_disorder,-0.5
torpid,0.0625
zero_tolerance,0.25
contention,0.041666666666666664
boastful,-0.25
downside,0.125
immigration,-0.125
canard,-0.875
family_jassidae,-0.125
tarmac,-0.041666666666666664
creepy,-0.6875
rectilineal,-0.125
koan,0.25
full_metal_jacket,-0.125
boor,-0.25
nightmare,-0.1875
trollop,-0.4375
llama,-0.125
frivolous,-0.75
one_hundred_thirty-five,-0.125
philaenus_spumarius,-0.125
implicitness,-0.125
dumb,-0.21875
cantharellus_cibarius,0.125
rudderless,0.375
schwa,-0.125
imprecision,-0.125
emotionalism,0.625
sideroblast,-0.125
botheration,-0.3125
citrulline,-0.625
pastureland,-0.125
competitiveness,-0.125
night_life,-0.1875
coal_black,-0.125
hot_stock,0.25
sawed-off,-0.1875
stagnancy,-0.25
delude,-0.625
co-pilot,-0.125
apodictic,0.125
astonish,-0.25
impelled,0.125
predictability,-0.125
phthirus,-0.75
sharp-angled,0.25
unfairness,-0.3333333333333333
unimpregnated,-0.75
senescent,-0.125
busted,-0.25
luvarus,-0.125
order_ornithischia,-0.25
ho-hum,-0.25
neglectfulness,-0.25
tearing_down,0.375
to_the_limit,-0.125
cloudlike,-0.125
basting,-0.0625
luxurious,0.6875
subtle,-0.125
aberrance,0.125
incomprehensive,-0.125
self-awareness,0.125
immoderation,-0.375
blunder,-0.15625
soled,-0.25
acquiescent,0.25
eye_infection,-0.125
unrepresentative,-0.625
nordic,-0.03125
sialadenitis,-0.5
alcohol-soluble,-0.125
genus_anthonomus,-0.25
external,-0.075
daydreamer,-0.125
enable,0.375
slang,-0.075
hostile,-0.2916666666666667
bloodiness,-0.25
onyxis,0.375
acne_rosacea,-0.375
impiety,0.125
territory,0.08333333333333333
absorbing,0.5
outsider,-0.625
jauntily,0.125
rat_race,-0.25
scare,0.03125
comity_of_nations,0.5
divide,-0.046875
puckish,-0.25
durables,0.125
living_wage,-0.125
pang,-0.5833333333333334
genus_tethus,-0.125
see_the_light,0.375
roughhewn,-0.25
lose,-0.22727272727272727
nonnormative,-0.75
unselfish,0.25
splotched,0.5
braveness,-0.125
elagatis_bipinnulata,0.625
scholasticism,-0.0625
octopoda,0.125
disrespectful,0.3125
tomcat,-0.125
fine-tune,0.125
alibi,-0.125
shit,-0.203125
ratiocinative,0.625
dengue,-0.25
decipherable,0.5
sigmoid_vein,-0.625
deamination,0.125
works,0.0625
unmelodiously,0.25
scoffingly,0.375
tasty,0.375
cadaverous,0.125
greathearted,0.625
comprehension,0.1875
windburn,-0.25
sangoma,0.375
indwelling,0.25
grillwork,0.0625
early-blooming,0.125
squashy,-0.125
get_the_best,-0.625
communicative,-0.125
defectiveness,0.25
ineffable,0.125
phylum_pogonophora,0.125
forbearance,0.125
fug,-0.25
insinuate,0.0625
tearful,-0.4375
disagreeable_woman,-0.125
unlit,-0.3125
flocculent,-0.125
platitude,0.125
preserver,-0.09375
taste_property,-0.125
reynard,0.125
swing_about,-0.125
have_it_coming,0.39999999999999997
ordered,0.08333333333333333
miltown,-0.125
patronising,0.125
understate,0.375
songfulness,0.25
spaced,-0.0625
rarify,-0.125
agreeability,0.75
transplantable,0.625
forced_feeding,-0.5
indecent_exposure,-0.25
each_week,-0.375
pycnodysostosis,-0.375
apologize,-0.3125
scavenger,-0.041666666666666664
presbyterianism,0.125
momentary,0.125
species,0.0625
aneuploidy,-0.25
mop_handle,-0.125
authoritative,0.041666666666666664
slumberous,0.375
pone,-0.5
mefenamic_acid,-0.625
accouterment,-0.375
katharobic,-0.125
caruso,0.125
profit,0.34375
surliness,-0.5
replace,-0.125
windburnt,-0.75
unstressed,-0.75
disclosed,0.25
confidant,0.25
tamed,0.25
pocketbook_issue,-0.25
division_bryophyta,0.125
stormy,-0.4375
mistiming,-0.375
vincent's_angina,0.375
unvalued,-0.375
scores,-0.25
underhandedly,0.25
unwelcome,-0.5
need,-0.07142857142857142
xerodermia,-0.5
letter_stock,-0.625
moon_on,-0.125
come_up,0.010416666666666666
liederkranz,0.125
tour_de_force,0.5
floss,0.041666666666666664
lactase_deficiency,-0.625
unfaithful,-0.1875
encephalomyelitis,-0.375
betrayer,-0.125
anasa,-0.125
drop_the_ball,-0.25
psychological,-0.1875
nepotism,0.375
footloose,0.625
tossup,-0.125
twister,-0.125
radiculitis,-0.5
sensitising,-0.25
abstrusely,-0.25
intervention,-0.125
nonpolar,-0.125
twee,0.75
carbamate,-0.125
multiparous,0.125
frothing,-0.625
errorless,0.375
ipsus,0.375
lymphangioma,0.125
unselfishly,0.375
commendable,0.5625
inoffensive,-0.25
cordiform,0.25
pushover,0.25
genus_convallaria,-0.125
impact,0.041666666666666664
chevalier,0.0625
privateness,0.25
stereotypic,-0.375
irremovable,-0.5
evasiveness,0.125
oily,-0.4375
hydrostatics,-0.25
ipse_dixit,-0.125
claver,0.25
cattle_plague,-0.375
sloppiness,-0.28125
cockup,-0.5
ectrodactyly,-0.5
hyponitrous_acid,-0.125
golden_parachute,0.125
zip_gun,-0.25
constantly,-0.0625
water-loving,-0.25
necrobiosis_lipoidica_diabeticorum,0.25
oxford_english_dictionary,0.375
physical_attraction,0.625
quail,0.08333333333333333
musky-scented,-0.25
crestfallen,-0.125
foster,0.1
mangle,-0.275
extremity,-0.025
alkaptonuria,0.5
take-up,-0.0625
inborn,-0.0625
storied,0.0625
lethargy,0.125
obtusely,0.25
buoy,0.03125
protanopic,-0.5
warty,-0.5
realistic,-0.08333333333333333
notifiable,-0.125
smoke-free,0.5
expansive,-0.09375
fall_off,-0.125
double-blind_experiment,0.125
toughness,-0.0625
pestiferous,-0.14600000000000002
words,-0.025
iconoclastic,0.125
oxytocic,-0.25
defender_of_the_faith,0.125
meticulousness,0.125
deadhead,-0.0625
sharp-sightedness,0.3125
blanket,0.0625
transparent,0.1875
unfruitful,-0.75
sluttish,-0.125
in_the_least,0.1875
travel-stained,-0.5
nowadays,0.125
derecognize,-0.625
fairness,0.375
intransigence,-0.625
green-blind,-0.5
infamous,-0.875
certificatory,0.25
give_in,0.25
jib,-0.041666666666666664
family_ruscaceae,-0.625
bead,0.020833333333333332
consumable,0.125
hesitant,-0.625
flip,-0.0625
beamish,0.125
unmitigable,-0.5
trust,0.1875
comely,0.6875
kachina,0.16666666666666666
head_blight,-0.25
silty,-0.375
ii_esdras,0.25
dissymmetry,-0.375
dicumarol,0.125
unceasing,0.125
breathlessness,-0.25
bedfellow,0.0625
faded,-0.3125
horse_doctor,-0.125
dolefulness,-0.875
sphecoid_wasp,-0.125
eggwhisk,-0.25
medical,0.0625
sparsely,0.125
coolie,-0.625
hoax,0.125
yellow_dwarf_of_potato,-0.125
dolled_up,-0.25
unproblematic,-0.25
raw_talent,0.5
coccidioidomycosis,-0.625
asexual,-0.625
unseamanlike,-0.25
distaste,-0.5
trendy,0.5
hesitance,-0.125
infirmary,0.25
master,0.11666666666666667
pink,-0.017857142857142856
progressiveness,0.125
zero-tolerance_policy,0.125
unheeding,-0.25
wild_card,-0.1875
simnel,-0.1875
macropus_agiles,-0.125
anne_sexton,0.375
pushiness,-0.75
junketing,0.25
conclusiveness,0.25
licit,0.375
tangibly,0.125
gormless,-0.125
punctiliousness,0.125
even-tempered,0.5
stygian,-0.4375
servant,-0.1875
pompous,-0.3125
sitting_duck,-0.125
supple,0.1875
orneriness,-0.625
unproven,0.125
morsel,-0.0625
robotic,-0.0625
bodacious,0.125
big,0.08088235294117647
phalangitis,-0.375
crimson-purple,-0.125
couthie,0.625
bighearted,0.5
hollo,0.03125
handmaiden,-0.1875
discouraging,-0.3125
desperation,-0.25
unpriestly,-0.125
marquise,0.0625
hurdle,-0.03125
pagan,-0.125
sourness,-0.2916666666666667
leaf_beet,-0.125
miotic_eyedrop,0.375
bedside,-0.125
hag-ridden,0.125
venous_thrombosis,-0.125
cicindelidae,-0.25
furlike,-0.25
grass,-0.022727272727272728
convallariaceae,-0.625
nalfon,-0.75
imbalanced,-0.125
cellulose_nitrate,-0.25
slack,-0.10294117647058823
effect,-0.078125
bail_out,0.3125
overnice,-0.375
unearthly,-0.1875
armour-clad,-0.375
steamroller,0.017857142857142856
